id,label,status,properties_json
document:dp_ovrs,dp_ovrs,official_source,"{""page_id"":""dp_ovrs"",""content_sha256"":""1a4a8bbbe9da470007dbc09feca00130e109708b3b8c0a4dda02f3f65e1d9459""}"
document:dp_prdct,dp_prdct,official_source,"{""page_id"":""dp_prdct"",""content_sha256"":""8808cd72cd02c7be17125ad6b48a882635b8e77b846654dd914913374516d174""}"
document:dp_prdct_srch,dp_prdct_srch,official_source,"{""page_id"":""dp_prdct_srch"",""content_sha256"":""6571b6a932881acf42aa23bf2693284ae48d7ba3721a2459261e89b52f2184f5""}"
document:dp_protlmts,dp_protlmts,official_source,"{""page_id"":""dp_protlmts"",""content_sha256"":""80ae7ac40cf6e94b0114f69461c164906920ea5fa0a1265c372a5a2ff7070637""}"
document:dp_svbk_hist,dp_svbk_hist,official_source,"{""page_id"":""dp_svbk_hist"",""content_sha256"":""f7883d0f99f2f432c3ffd4c4e93895df9ae78050f71b6a646f6b3a8d0afabf5c""}"
document:dp_syst,dp_syst,official_source,"{""page_id"":""dp_syst"",""content_sha256"":""349ad69487c4cffaaf259bb5e09ec272dddefd39fbe410c307982b48c70f4150""}"
document:dr_credit_sprt,dr_credit_sprt,official_source,"{""page_id"":""dr_credit_sprt"",""content_sha256"":""f431a549eade658ea9f1723718b7d86ba1cc5001d9be77af65c1c35c3550ed01""}"
document:dr_debt_cert,dr_debt_cert,official_source,"{""page_id"":""dr_debt_cert"",""content_sha256"":""b34de2685db8ddf35e4826afcbced17020682dafa0052f7752f6d7930ee3fb4a""}"
document:dr_faq_inq,dr_faq_inq,official_source,"{""page_id"":""dr_faq_inq"",""content_sha256"":""1c899cabed5073edfacd1f0b66768b9fc9f30442f4f073126e75f4d6411f4146""}"
document:dr_info_aply,dr_info_aply,official_source,"{""page_id"":""dr_info_aply"",""content_sha256"":""7a5d97ec59ed45204a22616c03f2525a1a45837f427ee43a68ebc5b16f6b7e14""}"
document:dr_kruc,dr_kruc,official_source,"{""page_id"":""dr_kruc"",""content_sha256"":""12dfb1ce59d6d3fab50a7e8e4628cdf253f6ab7d36844933fe69302c430d6143""}"
document:dr_psn_br,dr_psn_br,official_source,"{""page_id"":""dr_psn_br"",""content_sha256"":""378fad2a221975f3ea53db06c46242f0cc3c871334bb3b5ec66a173292ec3e32""}"
document:dr_psn_rg,dr_psn_rg,official_source,"{""page_id"":""dr_psn_rg"",""content_sha256"":""9901d6f02393e4636842e0a032491c81b5740c3b4822176ea1da7ebba2fe4252""}"
document:dr_system,dr_system,official_source,"{""page_id"":""dr_system"",""content_sha256"":""fab47dae07d654ef663346619ff27c9c5758ad6cfa97b2a6489be1ffbb9b1387""}"
document:faq_msdr_apply,faq_msdr_apply,official_source,"{""page_id"":""faq_msdr_apply"",""content_sha256"":""a55ff31bdc14e60875eb95132ca9cb599e437b8120257c949f9abc1d16966456""}"
document:faq_nramt,faq_nramt,official_source,"{""page_id"":""faq_nramt"",""content_sha256"":""dfc822c1156e098bd93ff5c4b2908fcc3145625550828faa9f1e2cedaa893060""}"
document:faq_top10,faq_top10,official_source,"{""page_id"":""faq_top10"",""content_sha256"":""34b2ec2438cd9e5f06301a9ecdaa56f6915339a8bdf7e8971bc7a9da28418db9""}"
document:ha_center,ha_center,official_source,"{""page_id"":""ha_center"",""content_sha256"":""dba66fb0b1581bf925c8cc2eff706e7efe2468c6ad22d9b6fd438d70e51cd799""}"
document:ha_faq_dclr,ha_faq_dclr,official_source,"{""page_id"":""ha_faq_dclr"",""content_sha256"":""9e72acbd7c27d0e6d80d0fc0c2e41a7b0a4d295c4d3d9790ef5eb6b9aaad5039""}"
document:ha_ilgl_intro,ha_ilgl_intro,official_source,"{""page_id"":""ha_ilgl_intro"",""content_sha256"":""06f9fa77314a9075fadc91c9f878487b8579376bf58edbf0f09f7fcfb95cad70""}"
document:ha_status_agree,ha_status_agree,official_source,"{""page_id"":""ha_status_agree"",""content_sha256"":""7a9070848f1a43399c08a0345c2e11d035efd82a3e85f6cc608181d86b7b865e""}"
document:kmrs_aply_trgt,kmrs_aply_trgt,official_source,"{""page_id"":""kmrs_aply_trgt"",""content_sha256"":""59dc690d463cc8be1cc8bb64b0d94ffddd53dbe50698493be796c8c21e05f740""}"
document:kmrs_apply_mthd,kmrs_apply_mthd,official_source,"{""page_id"":""kmrs_apply_mthd"",""content_sha256"":""c8d0393d679d1cf9163cce167b75b6353e4d8297e7cc38e807a08dec4a06889a""}"
document:kmrs_itrd,kmrs_itrd,official_source,"{""page_id"":""kmrs_itrd"",""content_sha256"":""78b2c5fd989beb7c83e6e5564bacf232e3ab05fe011f609ff3cb76fe6591d212""}"
document:kmrs_proc,kmrs_proc,official_source,"{""page_id"":""kmrs_proc"",""content_sha256"":""0a8b549ed1fb9cde87c259751d0a5916db2b5edfc1811b7ad7413bb30deabce7""}"
document:ms_aply_proc,ms_aply_proc,official_source,"{""page_id"":""ms_aply_proc"",""content_sha256"":""b398772e990453abd83695a258c409ec8a9dc4e6dbd19844a64aba34a498bba0""}"
document:ms_expln,ms_expln,official_source,"{""page_id"":""ms_expln"",""content_sha256"":""8a9ad3e4e641bff847e916ef4810d48562abc5fe0834288b074968f295c758a6""}"
document:ms_poss_dcmnt,ms_poss_dcmnt,official_source,"{""page_id"":""ms_poss_dcmnt"",""content_sha256"":""7f921cea8add94b1aa2e3b473a595420f648000c9dd90cedb73bd38d720f59fb""}"
document:ms_trgt_fnst,ms_trgt_fnst,official_source,"{""page_id"":""ms_trgt_fnst"",""content_sha256"":""72cf381ebd633bb4bb10fabdcd982445d1635aa8dab726c2201c31621f74778d""}"
document:mtrs_gvbk_proc,mtrs_gvbk_proc,official_source,"{""page_id"":""mtrs_gvbk_proc"",""content_sha256"":""a4803ab34cf7189c914c53dc8dbb6637a33556b4e85b8d1f389906f121fe537f""}"
document:mtrs_rel_law,mtrs_rel_law,official_source,"{""page_id"":""mtrs_rel_law"",""content_sha256"":""46d7def4dfbe218f531ef6ce6e8484d763659eb50722e849f49f084d6ead9730""}"
document:mtrs_stut_chc,mtrs_stut_chc,official_source,"{""page_id"":""mtrs_stut_chc"",""content_sha256"":""2b85e52da3cf42af3b46e2856b203a7a84395366dd7ec29bc6137536491bbedb""}"
document:mtrs_vst_rcpt,mtrs_vst_rcpt,official_source,"{""page_id"":""mtrs_vst_rcpt"",""content_sha256"":""81cc3ded70380a222d38b27fe3823e22cab56f56f94de34fc5a2fec01f653807""}"
document:receiver_attention,receiver_attention,official_source,"{""page_id"":""receiver_attention"",""content_sha256"":""eef6c873be4dc583038bf1a4e3e394150b2933918a89740e8f92c9580cc7a4e4""}"
document:receiver_docs,receiver_docs,official_source,"{""page_id"":""receiver_docs"",""content_sha256"":""f9bed4bbb32986ec7a23a55ae61f3a48c11af5239510903822558a3df8968d37""}"
document:sender_attention,sender_attention,official_source,"{""page_id"":""sender_attention"",""content_sha256"":""963ad6c3ea313510e69065cb12dfc64f66102c94bf0c45cea0f27ac18f3f60c7""}"
document:sender_docs,sender_docs,official_source,"{""page_id"":""sender_docs"",""content_sha256"":""5a480687efac403e42a51f832ccf877f1c7864290486bb4e5123caccb3577814""}"
document:sender_qlfc_check,sender_qlfc_check,official_source,"{""page_id"":""sender_qlfc_check"",""content_sha256"":""c6364958af05b92718e2fdc11be7a6d69921aaf04eed20a3f7bb869499b11e05""}"
document:uc_bkrp_fndt,uc_bkrp_fndt,official_source,"{""page_id"":""uc_bkrp_fndt"",""content_sha256"":""4ac0da576f6f00b5f460568f03a99ed4ce6a421060f33dca66adfaddd1d15946""}"
document:uc_bkrp_mng,uc_bkrp_mng,official_source,"{""page_id"":""uc_bkrp_mng"",""content_sha256"":""ffb3d70566ced75adac265f8a23d0f9c9ea47178ba2c4bd3e413e8bd86eb5188""}"
document:uc_bkrp_spcl_ast,uc_bkrp_spcl_ast,official_source,"{""page_id"":""uc_bkrp_spcl_ast"",""content_sha256"":""3f959b62d5de6190d49af788f352f16f0b8ae76684dbf59d2fe266e8b7416dbc""}"
document:uc_bkrp_spcl_mng,uc_bkrp_spcl_mng,official_source,"{""page_id"":""uc_bkrp_spcl_mng"",""content_sha256"":""3a0860d1b3bf0214ea9a36dfec58a05c1005a3aa083c8caf0d0bebb3a204d753""}"
document:uc_bkrp_trst_mng,uc_bkrp_trst_mng,official_source,"{""page_id"":""uc_bkrp_trst_mng"",""content_sha256"":""131d34d20ced7ed553141591e715e3c65fe5572f11a75fe70afff7abf17aa6d3""}"
document:uc_bkrp_trst_psta,uc_bkrp_trst_psta,official_source,"{""page_id"":""uc_bkrp_trst_psta"",""content_sha256"":""bf33dc193dfe488d6685a904bd1bc8b49c8f99be3822a77fddbcfcfb28ee6a8a""}"
document:uc_gudn,uc_gudn,official_source,"{""page_id"":""uc_gudn"",""content_sha256"":""290a4f552b8ee76b8f9202f0de8dcb78d32a2b31ee94d02151b1e47124dcd8b2""}"
document:uc_hrpe_hist,uc_hrpe_hist,official_source,"{""page_id"":""uc_hrpe_hist"",""content_sha256"":""50285fcc51505cc304aaec963e33d93981983b989497ca989d8eb9f22b027e61""}"
document:uc_itgr_aply,uc_itgr_aply,official_source,"{""page_id"":""uc_itgr_aply"",""content_sha256"":""c7fee2ab2ce3bd2ec489f51236ea07f0cb6d931496e75cbed1299466ba4f1898""}"
document:uc_tel_qust,uc_tel_qust,official_source,"{""page_id"":""uc_tel_qust"",""content_sha256"":""39d6f5311215c364f8533142690c38f74f315b04338d057b1a401abeb43e900f""}"
