test_id,question,precheck,missing_numbers,marker,used_source,kind,appropriate,luna_flagged,answer
ms_trgt_fnst_rev1_2,좋은저축은행 예금보험금 관련 문의 전화번호가 어떻게 되나요?,marker_no_source,,False,False,refusal,True,False,좋은저축은행의 예금보험금 관련 문의 전화번호는 근거 자료에 나와있지 않아 안내가 어렵습니다. 추가적인 정보는 해당 은행의 공식 홈페이지나 고객센터를 통해 확인해 보시기 바랍니다.
ms_trgt_fnst_rev1_3,한주저축은행의 보험지급개시일이 언제인가요?,clean,,True,True,grounded,True,False,한주저축은행의 보험지급개시일은 2012년 9월 10일입니다.
dp_fnst_rev1_1,예금보험공사가 보호하는 금융회사 중 선물회사는 국내에 몇 개사가 등록돼 있나요?,marker_no_source,,False,False,refusal,True,False,문의하신 내용에 대한 정보는 제공된 자료에서 찾을 수 없어 답변드릴 수 없습니다. 추가 정보를 제공해 주시면 도움을 드리겠습니다.
dp_fnst_rev1_2,보호대상 금융회사 중 상호저축은행 및 상호저축은행중앙회는 몇 개나 되나요?,marker_no_source,,False,True,grounded,True,False,보호대상 금융회사 중 상호저축은행 및 상호저축은행중앙회는 총 80개입니다. 자세한 사항은 예금보험공사 홈페이지에서 확인하실 수 있습니다.
kmrs_apply_mthd_rev1_1,착오송금반환지원을 온라인으로 신청할 때와 방문으로 신청할 때 준비물이 각각 어떻게 다른가요?,marker_no_source,,False,True,grounded,True,False,"온라인 신청 시에는 착오송금인의 인감 날인된 채권양도 통지 위임장과 착오송금인의 인감증명서가 필요하며, 방문 신청 시에는 추가적으로 사업자등록증이 필요할 수 있습니다. 자세한 사항은 예금보험공사에 문의하시기 바랍니다."
mtrs_vst_rcpt_rev1_1,착오송금반환지원 방문접수의 첫 단계와 마지막 단계는 각각 무엇을 하는 과정인가요?,no_numbers,,True,True,grounded,False,True,"착오송금반환지원 방문접수의 첫 단계는 구비서류와 신분증을 지참하여 가까운 예금보험공사 센터를 방문하는 과정이며, 마지막 단계는 예금보험공사에서 착오송금 수취인에게서 회수한 금액에서 비용을 공제한 후 착오송금인에게 잔액을 반환하는 과정입니다."
mtrs_stut_chc_rev1_1,내가 착오송금을 보낸 사람인지 받은 사람인지에 따라 처음에 어느 메뉴로 들어가야 하나요?,marker_no_source,,False,False,refusal,True,False,"위 내용에 대해 정확한 답변을 제공하기 어려운 점 양해 부탁드립니다. 착오송금 반환지원 제도는 잘못 송금한 돈을 돌려받을 수 있도록 지원하는 제도로, 자세한 사항은 예금보험공사 홈페이지나 고객센터를 통해 확인하실 수 있습니다."
uc_hrpe_hist_rev1_1,돌아가신 부모님이 파산한 저축은행에 예금이 있었는지 확인하려면 어떤 서비스를 이용하면 되나요?,marker_no_source,,False,True,grounded,True,False,"[상속인 금융거래조회 서비스]를 이용하시면 됩니다. 이 서비스는 피상속인(사망자, 실종자, 금치산자 또는 피성년후견인, 피산정후견인)의 금융재산 및 채무를 여러 금융회사를 일일이 방문하지 않고도 확인할 수 있게 해주는 제도입니다. 조회 결과 안내에 따르면, 예금보험금은 예금자의 사망일자가 보험금 지급 결정일 전인 경우 예금 상속, 후인 경우 보험금 상속으로 구분되며, 예금 상속인 경우 상속인의 예금과 합산하여 5천만 원 한도 여부를 판단한다고 합니다. 또한 조회된 미수령금은 상속인 전원의 합의를 거쳐 관련 서류를 구비한 후 해당 파산재단(예금보험금 및 파산배당금) 또는 지급대행점(개산지급금 정산금)에 상속에 따른 명의변경 신청을 접수하시면 상속 처리 후 수령받으실 수 있습니다."
uc_itgr_aply_rev1_1,고객 미수령금을 신청하려면 어떤 절차를 거쳐야 하는지 안내받을 수 있는 페이지가 있나요?,marker_no_source,,False,True,grounded,True,False,"고객 미수령금 신청 절차와 관련한 자세한 안내는 예금보험공사 홈페이지에서 확인하실 수 있습니다. 또한, 고객 미수령금 통합신청 시스템을 통해 온라인으로도 신청 가능하며, 지급대행점 방문 시 필요한 서류 등의 정보도 함께 제공하고 있으니 참고하시기 바랍니다. 추가적인 문의사항이 있을 경우에는 예금보험공사 콜센터(☎ ****-****)로 문의하시면 상세한 안내를 받으실 수 있습니다."
dr_info_aply_rev1_1,파산금융회사에 내 채무가 있는지 온라인으로 확인하고 싶으면 어떻게 해야 하나요?,no_numbers,,True,True,grounded,True,False,채무 정보 조회 간단 본인 인증 절차를 통해 파산금융회사 및 ㈜케이알앤씨에 채무가 있는지 확인하실 수 있습니다. 채무 정보 조회하기를 클릭해 보세요.
dp_josa_objc_rev1_1,부보금융회사 조사 결과에 이견이 있을 때 인터넷으로 이의제기를 할 수 있는 방법이 있나요?,marker_no_source,,False,False,refusal,True,False,문의하신 내용은 예금보험공사가 제공하는 정보의 범위를 벗어난 질문이라 정확한 안내가 어렵습니다. 관련 기관에 문의하시길 권해드립니다.
ha_status_agree_rev1_1,부실책임조사 진행 상황을 조회하려면 제일 먼저 어떤 절차에 동의해야 하나요?,no_numbers,,True,True,grounded,True,False,부실책임조사 진행 상황을 조회하기 위해서는 먼저 개인정보 수집 및 이용 동의가 필요합니다. 이는 「민원처리 등에 관한 법률」 및 「개인정보 보호법」에 근거하여 필요한 절차입니다. 주민등록증·운전면허증·여권 등 공공기관 발행 신분증과 본인의 도장(서명 가능)을 준비하시면 됩니다.
dp_logo_rev1_1,예금보호 로고를 홍보물에 쓰고 싶은데 어디서 파일을 받을 수 있나요?,marker_no_source,,False,False,refusal,True,False,문의하신 내용에 대해 정확한 답변을 제공하기 어렵습니다. 예금보험공사 홈페이지나 고객센터를 통해 예금보호 로고 파일을 요청하시는 것을 추천드립니다.
receiver_attention_rev1_1,착오송금으로 잘못 받은 돈에 대해 이의를 제기하고 싶으면 어디서 할 수 있나요?,marker_no_source,,False,False,ungrounded_claims,False,True,"착오송금으로 잘못 받은 돈에 대해 이의를 제기하고 싶으시다면, 예금보험공사 또는 관련 금융기관에 문의하시는 것이 좋습니다. 구체적인 절차나 필요 서류 등은 해당 기관의 안내를 따르시는 것이 가장 정확합니다."
dp_protlmts_rev1_1,"한 은행에 여러 상품(적금, 예금)을 가입해뒀으면 각각 1억원씩 따로 보호받나요, 합쳐서 1억원인가요?",clean,,True,True,grounded,True,False,"한 금융회사에 여러 개의 예·적금 계좌를 보유하고 있는 경우, 예금자가 보유하고 있는 모든 예·적금의 원금과 소정의 이자를 합쳐 1억원까지 보호됩니다. 예를 들어, 홍길동이 A은행에 3천만원, 4천만원, 5천만원의 예금 계좌를 각각 보유 중이라면, 총 1억 2천만원 중 1억원이 보호됩니다. 1억원을 초과하는 금액, 즉 2천만원에 대해서는 법원의 파산절차에 참여하여 일부 금액을 배당받을 수 있습니다."
dp_syst_rev1_1,예금보험제도는 기본적으로 무슨 원리를 이용해서 예금자를 보호하는 건가요?,no_numbers,,True,True,grounded,True,False,"예금보험제도는 ""보험의 원리""를 이용하여 예금자를 보호하는 제도입니다. 즉, 예금자보호법에 의해 설립된 예금보험공사가 평소에 금융회사로부터 보험료(예금보험료)를 받아 기금(예금보험기금)을 적립한 후, 금융회사가 예금을 지급할 수 없게 되면 금융회사를 대신하여 예금(예금보험금)을 지급하게 됩니다."
ms_expln_rev1_1,예금보험금과 가지급금은 지급되는 시점이 어떻게 다른가요?,clean,,True,True,grounded,True,False,"예금보험금과 가지급금은 다음과 같은 차이점이 있습니다.

1. **예금보험금**: 예금보험공사가 예금보험금 지급을 공고하고 안내한 후, 예금자가 예금보험금을 신청하면 심사를 거쳐 지급됩니다. 일반적으로 예금보험금 지급까지 약 1~2개월 정도 소요됩니다.
2. **가지급금**: 예금보험 사고가 발생한 즉시 가지급금을 신청할 수 있으며, 신청 후 심사를 거쳐 빠르게 지급됩니다. 가지급금은 예금보험금 지급 전까지 예금자의 일시적인 자금 운용을 돕기 위한 목적으로 지급되며, 보통 신청 다음 날 바로 지급됩니다.

따라서, 예금보험금은 전체적인 심사 과정을 거쳐 최종적으로 지급되는 반면, 가지급금은 신속한 지급을 통해 예금자의 긴급한 자금 수요를 충족시키는 역할을 합니다."
dr_system_rev1_1,채무조정을 본인이 직접 신청할 때 소득이 있다는 걸 증명하려면 어떤 서류를 내야 하나요?,no_numbers,,True,True,grounded,True,False,"소득증명서류로는 급여명세서, 근로소득 원천징수영수증 등이 필요합니다."
dr_psn_rg_rev1_1,지급불능 상태인 사람이 3~5년간 일정한 소득으로 정해진 금액을 갚으면 남은 채무를 면제받을 수 있는 제도는 무엇인가요?,marker_no_source,,False,True,grounded,True,False,개인회생제도입니다. 이는 지급불능 상태에 있는 사람이 일정한 소득을 얻고 있을 경우에 3~5년간 일정한 금액을 갚으면 채무를 면제받는 제도입니다.
dr_psn_br_rev1_1,파산선고를 받은 채무자가 법원 재판을 통해 남은 채무의 변제 책임을 면제받아 경제적으로 다시 시작할 수 있게 하는 절차는 무엇인가요?,marker_no_source,,False,True,grounded,True,False,"면책결정입니다. 면책결정이 확정되면 채무자는 파산절차에서의 채무 변제 책임이 소멸하며, 경제적으로 재출발할 수 있게 됩니다. 다만, 면책이 불허가되거나 면책 결정을 받지 못한 경우에는 채무 변제 책임이 지속됩니다."
dr_kruc_rev1_1,파산재단이나 부실금융회사에서 넘어간 대출채권의 채무자는 채무조정을 어디에 신청해야 하나요?,clean,,True,True,grounded,True,False,케이알앤씨는 파산재단 및 부실금융회사로부터 인수한 대출채권 채무자의 연체대출금에 대한 채무조정을 지원하고 있습니다. 신청은 케이알앤씨 고객상담센터(1899-0057)를 통해 할 수 있습니다.
dr_credit_sprt_rev1_1,파산한 금융회사의 채무자가 신용회복지원을 받으려면 어느 기관에 신청해야 하나요?,marker_no_source,,False,True,grounded,True,False,"신용회복지원을 받으려면 신용회복위원회에 신청해야 합니다. 신용회복위원회는 개별 금융회사가 아닌 별도의 기관이며, 신용회복지원 신청 시 필요한 구비서류를 지참하여 신청하면 됩니다. 자세한 정보는 신용회복위원회 홈페이지(https://www.ccrs.or.kr)를 참조하시기 바랍니다."
kmrs_itrd_rev1_1,착오송금반환지원 제도는 한마디로 어떤 서비스인가요?,no_numbers,,True,True,grounded,True,False,착오송금반환지원 제도는 착오송금인이 실수로 잘못 보낸 돈을 최소한의 비용으로 빠르게 되찾을 수 있도록 도와드리는 서비스입니다.
dp_gudn_rev1_1,표시·설명·확인 제도는 어떤 문제를 예방하려고 만들어진 제도인가요?,marker_no_source,,False,True,grounded,True,False,"표시·설명·확인 제도는 금융상품 불완전판매를 방지하기 위해 만들어진 제도입니다. 이를 통해 예금보험 여부 및 보호한도 등을 홍보물 등에 표시하고, 금융소비자와 부보금융회사의 피해를 예방하고자 합니다."
dp_fnst_rev1_3,보호대상 금융회사 명단을 엑셀 파일로 통째로 받을 수 있는 방법이 있나요?,marker_no_source,,False,True,grounded,True,False,"보호대상 금융회사 명단을 엑셀 파일로 받으려면 예금보험공사 홈페이지에서 '부보금융회사 목록'을 다운로드 받으실 수 있습니다. 자세한 방법은 다음과 같습니다:

1. 예금보험공사 홈페이지에 접속합니다.
2. '정보마당' 메뉴를 클릭합니다.
3. '부보금융회사 목록' 항목을 찾아 클릭합니다.
4. 제공되는 파일 형식 중에서 엑셀(xlsx)을 선택한 후 다운로드합니다.

위 방법으로 보호대상 금융회사 명단을 엑셀 파일로 받아보시기 바랍니다. 추가적인 도움이 필요하시다면 언제든지 문의해 주세요."
dp_svbk_hist_rev1_4,저축은행 이름이 바뀐 이력을 엑셀로 정리된 파일로 받아볼 수 있나요?,clean,,True,True,grounded,True,False,"네, 상상인 저축은행은 2018년 6월 4일에 공평 저축은행으로, 대신 저축은행은 2011년 8월 31일에 도민 저축은행으로, 그리고 같은 날 중앙부산 저축은행으로 명칭이 변경되었습니다. 이와 같은 정보를 엑셀 파일로 다운로드 받고 싶으시다면, 예금보험공사의 '저축은행 변경이력' 엑셀 파일을 이용하시면 됩니다."
dp_gudn_data_rev1_1,예금자보호제도를 소개하는 PDF 안내자료를 홈페이지에서 다운로드할 수 있나요?,marker_no_source,,False,False,refusal,False,True,현재 근거 자료에 제시된 정보 내에서는 예금자보호제도를 소개하는 PDF 안내자료를 홈페이지에서 다운로드 받을 수 있는지에 대한 정보가 없습니다. 따라서 이에 대해 정확한 답변을 제공하기 어렵습니다. 예금보험공사 홈페이지를 방문하여 관련 정보를 찾아보시는 것을 추천드립니다.
dp_gudn_data_rev1_2,표시·설명·확인제도 가이드라인 영문 번역본도 받을 수 있나요?,marker_no_source,,False,False,refusal,True,False,표시·설명·확인제도 가이드라인 영문 번역본에 대한 정보는 근거 자료에 포함되어 있지 않습니다. 따라서 해당 내용에 대한 안내가 어렵습니다. 추가적인 정보를 원하신다면 관련 담당자에게 문의하시거나 공식 웹사이트를 확인해 보시기 바랍니다.
dp_logo_rev1_2,예금보호 로고 파일을 받으면 색상을 자유롭게 바꿔서 써도 되나요?,marker_no_source,,False,False,refusal,False,True,문의하신 내용은 예금보험공사가 제공하는 정보의 범위를 벗어난 질문이라 정확한 안내가 어렵습니다. 예금보호 로고의 색상 변경 가능 여부는 해당 로고의 사용 규정을 확인하시거나 관련 기관에 문의하시길 권해드립니다.
ms_poss_dcmnt_rev1_1,예금보험금 신청서 양식을 hwp나 pdf 파일로 미리 받아볼 수 있나요?,marker_no_source,,False,False,ungrounded_claims,False,True,"네, 예금보험금 신청서 양식은 예금보험공사 홈페이지에서 다운로드 받을 수 있습니다. HWP와 PDF 파일 모두 제공되며, 홈페이지 내 '신청서 다운로드' 섹션에서 쉽게 찾을 수 있습니다."
receiver_docs_rev1_1,착오송금 반환요구에 이의를 제기할 때 쓰는 이의제기서 양식을 다운로드할 수 있나요?,marker_no_source,,False,False,refusal,True,False,문의하신 내용에 대해 정확한 정보를 제공하기 어렵습니다. 해당 양식은 예금보험공사 홈페이지나 고객센터를 통해 확인하실 수 있으니 참고 부탁드립니다.
sender_docs_rev1_1,착오송금 반환지원을 신청할 때 신청서 말고 금융거래정보 제공 관련 동의서도 따로 받아야 하나요?,marker_no_source,,False,False,refusal,False,True,문의하신 내용에 대한 정보는 제공된 자료에서 찾을 수 없습니다. 해당 기관에 문의하시거나 공식 웹사이트를 통해 자세한 정보를 확인해 보시는 것을 추천드립니다.
mtrs_vst_rcpt_rev1_2,방문접수하기 전에 미리 신청서를 인쇄해서 작성해 가고 싶은데 파일을 받을 수 있나요?,marker_no_source,,False,True,grounded,True,False,"답변: 방문접수 신청서는 HWP와 PDF 형식으로 다운로드 받을 수 있으며, 자세한 내용은 예금보험공사 홈페이지에서 확인하실 수 있습니다."
dr_debt_cert_rev1_1,부채증명원을 발급받으려면 신청서를 어디서 다운로드하나요?,no_numbers,,True,True,grounded,True,False,"부채증명원 발급신청서는 예금보험공사 고객도우미실에서 직접 수령하거나, 공사 홈페이지에서 다운로드 받으실 수 있습니다."
