test_id,question,precheck,missing_numbers,marker,used_source,kind,appropriate,luna_flagged,answer
dp_protlmts_rev1_1,"한 은행에 여러 상품(적금, 예금)을 가입해뒀으면 각각 1억원씩 따로 보호받나요, 합쳐서 1억원인가요?",clean,,True,True,grounded,True,False,"한 금융회사에 여러 개의 예·적금 계좌를 보유하고 있는 경우, 예금자가 보유하고 있는 모든 예·적금의 원금과 소정의 이자를 합쳐 1억원까지 보호됩니다. 예를 들어, 홍길동이 A은행에 3천만원, 4천만원, 5천만원의 예금 계좌를 각각 보유 중이라면, 총 1억 2천만원 중 1억원이 보호됩니다. 1억원을 초과하는 금액, 즉 2천만원에 대해서는 법원의 파산절차에 참여하여 일부 금액을 배당받을 수 있습니다."
dp_syst_rev1_1,예금보험제도는 기본적으로 무슨 원리를 이용해서 예금자를 보호하는 건가요?,no_numbers,,True,True,grounded,True,False,"예금보험제도는 ""보험의 원리""를 이용하여 예금자를 보호하는 제도입니다. 즉, 예금자보호법에 의해 설립된 예금보험공사가 평소에 금융회사로부터 보험료(예금보험료)를 받아 기금(예금보험기금)을 적립한 후, 금융회사가 예금을 지급할 수 없게 되면 금융회사를 대신하여 예금(예금보험금)을 지급하게 됩니다."
ms_expln_rev1_1,예금보험금과 가지급금은 지급되는 시점이 어떻게 다른가요?,clean,,True,True,grounded,False,True,"예금보험금과 가지급금은 다음과 같은 차이점이 있습니다.

1. **예금보험금**: 예금보험공사가 예금보험금 지급을 공고하고 안내한 후, 예금자가 예금보험금을 신청하면 심사를 거쳐 지급됩니다. 일반적으로 예금보험금 지급까지 약 1~2개월 정도 소요됩니다.
2. **가지급금**: 예금보험 사고가 발생한 즉시 가지급금을 신청할 수 있으며, 신청 후 심사를 거쳐 빠르게 지급됩니다. 가지급금은 예금보험금 지급 전까지 예금자의 일시적인 자금 운용을 돕기 위한 목적으로 지급되며, 보통 신청 다음 날 바로 지급됩니다.

따라서, 예금보험금은 전체적인 심사 과정을 거쳐 최종적으로 지급되는 반면, 가지급금은 신속한 지급을 통해 예금자의 긴급한 자금 수요를 충족시키는 역할을 합니다."
dr_system_rev1_1,채무조정을 본인이 직접 신청할 때 소득이 있다는 걸 증명하려면 어떤 서류를 내야 하나요?,no_numbers,,True,True,grounded,True,False,"소득증명서류(급여명세서, 근로소득 원천징수영수증 등)를 제출하시면 됩니다."
dp_gudn_rev1_1,표시·설명·확인 제도는 어떤 문제를 예방하려고 만들어진 제도인가요?,marker_no_source,,False,True,grounded,True,False,"표시·설명·확인 제도는 금융상품 불완전판매를 방지하기 위해 만들어진 제도입니다. 이를 통해 예금보험 여부 및 보호한도 등을 홍보물 등에 표시하고, 금융소비자와 부보금융회사의 피해를 예방하고자 합니다."
dp_fnst_rev1_3,보호대상 금융회사 명단을 엑셀 파일로 통째로 받을 수 있는 방법이 있나요?,marker_no_source,,False,True,grounded,True,False,"보호대상 금융회사 명단을 엑셀 파일로 받으려면 예금보험공사 홈페이지에서 '부보금융회사 목록'을 다운로드 받으실 수 있습니다. 자세한 방법은 다음과 같습니다:

1. 예금보험공사 홈페이지에 접속합니다.
2. '정보마당' 메뉴를 클릭합니다.
3. '부보금융회사 목록' 항목을 찾아 클릭합니다.
4. 제공되는 파일 형식 중에서 엑셀(xlsx)을 선택한 후 다운로드합니다.

위 방법으로 보호대상 금융회사 명단을 엑셀 파일로 받아보시기 바랍니다. 추가적인 도움이 필요하시다면 언제든지 문의해 주세요."
dp_svbk_hist_rev1_4,저축은행 이름이 바뀐 이력을 엑셀로 정리된 파일로 받아볼 수 있나요?,clean,,True,True,grounded,True,False,"네, 상상인 저축은행은 2018년 6월 4일에 공평 저축은행으로, 대신 저축은행은 2011년 8월 31일에 도민 저축은행으로, 그리고 같은 날 중앙부산 저축은행으로 명칭이 변경되었습니다. 이와 같은 정보를 엑셀 파일로 다운로드 받고 싶으시다면, 예금보험공사의 '저축은행 변경이력' 엑셀 파일을 이용하시면 됩니다."
dp_gudn_data_rev1_1,예금자보호제도를 소개하는 PDF 안내자료를 홈페이지에서 다운로드할 수 있나요?,marker_no_source,,False,False,refusal,False,True,현재 근거 자료에 제시된 정보 내에서는 예금자보호제도를 소개하는 PDF 안내자료를 홈페이지에서 다운로드 받을 수 있는지에 대한 정보가 없습니다. 따라서 이에 대해 정확한 답변을 제공하기 어렵습니다. 예금보험공사 홈페이지를 방문하여 관련 정보를 찾아보시는 것을 추천드립니다.
dp_gudn_data_rev1_2,표시·설명·확인제도 가이드라인 영문 번역본도 받을 수 있나요?,marker_no_source,,False,False,refusal,False,True,문의하신 내용에 대한 정보는 제공된 자료에서 찾을 수 없습니다. 추가적인 정보를 원하실 경우 해당 기관이나 담당 부서에 문의하시는 것을 추천드립니다.
dp_logo_rev1_2,예금보호 로고 파일을 받으면 색상을 자유롭게 바꿔서 써도 되나요?,marker_no_source,,False,False,refusal,True,False,문의하신 내용은 예금보험공사가 제공하는 정보의 범위를 벗어난 질문이라 정확한 안내가 어렵습니다. 예금보호 로고의 색상 변경 가능 여부는 해당 로고의 사용 규정을 확인하시거나 관련 기관에 문의하시길 권해드립니다.
ms_poss_dcmnt_rev1_1,예금보험금 신청서 양식을 hwp나 pdf 파일로 미리 받아볼 수 있나요?,marker_no_source,,False,False,ungrounded_claims,True,True,"네, 예금보험금 신청서 양식은 예금보험공사 홈페이지에서 다운로드 받을 수 있습니다. HWP와 PDF 파일 모두 제공되며, 홈페이지 내 '신청서 다운로드' 섹션에서 쉽게 찾을 수 있습니다."
receiver_docs_rev1_1,착오송금 반환요구에 이의를 제기할 때 쓰는 이의제기서 양식을 다운로드할 수 있나요?,marker_no_source,,False,False,refusal,True,False,문의하신 내용에 대해 정확한 정보를 제공하기 어렵습니다. 해당 양식은 예금보험공사 홈페이지나 고객센터를 통해 확인하실 수 있으니 참고 부탁드립니다.
sender_docs_rev1_1,착오송금 반환지원을 신청할 때 신청서 말고 금융거래정보 제공 관련 동의서도 따로 받아야 하나요?,marker_no_source,,False,False,refusal,False,True,문의하신 내용에 대한 정보는 제공된 자료에서 찾을 수 없습니다. 해당 기관에 문의하시거나 공식 웹사이트를 통해 자세한 정보를 확인해 보시는 것을 추천드립니다.
mtrs_vst_rcpt_rev1_2,방문접수하기 전에 미리 신청서를 인쇄해서 작성해 가고 싶은데 파일을 받을 수 있나요?,marker_no_source,,False,True,grounded,True,False,"답변: 방문접수 신청서는 HWP와 PDF 형식으로 다운로드 받을 수 있으며, 자세한 내용은 예금보험공사 홈페이지에서 확인하실 수 있습니다."
dr_debt_cert_rev1_1,부채증명원을 발급받으려면 신청서를 어디서 다운로드하나요?,no_numbers,,True,True,grounded,True,False,"부채증명원 발급신청서는 예금보험공사 고객도우미실에서 직접 수령하거나, 공사 홈페이지에서 다운로드 받으실 수 있습니다."
