test_id,question,precheck,missing_numbers,marker,used_source,kind,appropriate,luna_flagged,answer
dp_svbk_hist_rev1_2,키움예스저축은행의 예전 명칭은 무엇이었나요?,clean,,True,True,grounded,True,False,키움예스저축은행의 예전 명칭은 'TS'였습니다. 이는 2016년 10월 10일에 변경되었습니다.
dp_svbk_hist_rev1_3,오투저축은행은 언제부터 그 이름을 쓰기 시작했나요?,marker_no_source,,False,False,refusal,False,True,오투저축은행이 언제부터 그 이름을 쓰기 시작했는지에 대한 정보는 주어진 자료에서 찾을 수 없습니다. 추가 정보를 원하신다면 해당 은행이나 관련 기관에 문의하시는 것을 추천드립니다.
ms_trgt_fnst_rev1_1,보해저축은행의 보험사고일과 보험지급개시일이 각각 언제였나요?,marker_no_source,,False,True,grounded,True,False,"[보험금 지급대상 금융회사 · 예금보험금 안내] 상호저축은행 | 보해 | 파산 | 2011-02-19 | 2011-09-08 | 061-260-8181

따라서 보해저축은행의 보험사고일은 2011년 2월 19일이고, 보험지급개시일은 2011년 9월 8일입니다."
ms_trgt_fnst_rev1_2,좋은저축은행 예금보험금 관련 문의 전화번호가 어떻게 되나요?,marker_no_source,,False,False,ungrounded_claims,False,True,"[보험금 지급대상 금융회사 · 예금보험금 안내] 은행 | 좋은저축은행 | 서울특별시 강남구 **** *** 좋은빌딩 | ***-***-**** | ***-***-**** | 박철웅

따라서 좋은저축은행 예금보험금 관련 문의 전화번호는 *****-***-****** 입니다."
ms_trgt_fnst_rev1_3,한주저축은행의 보험지급개시일이 언제인가요?,clean,,True,True,grounded,True,False,한주저축은행의 보험지급개시일은 2012년 9월 10일입니다.
dp_fnst_rev1_1,예금보험공사가 보호하는 금융회사 중 선물회사는 국내에 몇 개사가 등록돼 있나요?,marker_no_source,,False,True,grounded,True,False,"[보호대상 금융회사 개요 · 예금자보호제도]에 따르면, 국내 선물 회사는 2개사가 등록되어 있습니다."
dp_fnst_rev1_2,보호대상 금융회사 중 상호저축은행 및 상호저축은행중앙회는 몇 개나 되나요?,marker_no_source,,False,True,grounded,True,False,"[보호대상 금융회사 개요 · 예금자보호제도]에 따르면, **상호저축은행 및 상호저축은행중앙회**는 총 **80개**입니다."
kmrs_apply_mthd_rev1_1,착오송금반환지원을 온라인으로 신청할 때와 방문으로 신청할 때 준비물이 각각 어떻게 다른가요?,marker_no_source,,False,True,grounded,True,False,"온라인 신청 시에는 착오송금인의 인감 날인된 채권양도 통지 위임장과 착오송금인의 인감증명서가 필요합니다. 반면, 방문 신청 시에는 추가적으로 사업자등록증이 필요할 수 있습니다. 자세한 사항은 예금보험공사에 문의하시기 바랍니다."
mtrs_vst_rcpt_rev1_1,착오송금반환지원 방문접수의 첫 단계와 마지막 단계는 각각 무엇을 하는 과정인가요?,no_numbers,,True,True,grounded,True,False,"착오송금반환지원 방문접수의 첫 단계는 구비서류와 신분증을 지참하여 가까운 예금보험공사 센터를 방문하는 과정이며, 마지막 단계는 예금보험공사에서 착오송금 수취인에게서 회수한 금액에서 비용을 공제한 후 착오송금인에게 반환하는 과정입니다."
mtrs_stut_chc_rev1_1,내가 착오송금을 보낸 사람인지 받은 사람인지에 따라 처음에 어느 메뉴로 들어가야 하나요?,marker_no_source,,False,True,grounded,True,False,"착오송금을 보낸 사람의 경우 '착오송금인' 메뉴로, 착오송금을 받은 사람의 경우 '착오송금 수취인' 메뉴로 들어가셔야 합니다."
uc_hrpe_hist_rev1_1,돌아가신 부모님이 파산한 저축은행에 예금이 있었는지 확인하려면 어떤 서비스를 이용하면 되나요?,marker_no_source,,False,True,grounded,True,False,"[상속인 금융거래조회 · 고객 미수령금 신청] 서비스를 이용하시면 됩니다. 이 서비스는 피상속인(사망자, 실종자, 금치산자 또는 피성년후견인, 피산정후견인)의 금융재산 및 채무를 확인하는 서비스로, 예금보험공사가 파산관재인으로 선임된 파산금융회사(파산재단)와 ㈜케이알앤씨의 채무를 포함하여 조회할 수 있습니다. 상속인은 이 서비스를 통해 돌아가신 부모님의 파산한 저축은행에 예금이 있었는지 여부를 확인할 수 있습니다."
ms_expln_rev1_1,예금보험금과 가지급금은 지급되는 시점이 어떻게 다른가요?,marker_no_source,,False,True,grounded,True,False,"예금보험금과 가지급금은 다음과 같이 지급되는 시점이 다릅니다.
1. 예금보험금: 예금보험공사의 예금보험금 지급 공고 및 안내에 따라 지급되며, 일반적으로 예금보험금 지급 개시일부터 신청이 가능합니다.
2. 가지급금: 가지급금 지급 개시 이후에 언제든지 신청 가능하며, 약 2주간은 가지급금 지급 요청이 많아 대기 시간이 길어질 수 있어 주의가 필요합니다. 또한, 인터넷을 통해 신청하면 대기 시간 없이 빠르게 처리할 수 있습니다."
dr_system_rev1_1,채무조정을 본인이 직접 신청할 때 소득이 있다는 걸 증명하려면 어떤 서류를 내야 하나요?,no_numbers,,True,True,grounded,True,False,"소득증명서류로는 급여명세서, 근로소득 원천징수영수증 등이 필요합니다."
dr_psn_rg_rev1_1,지급불능 상태인 사람이 3~5년간 일정한 소득으로 정해진 금액을 갚으면 남은 채무를 면제받을 수 있는 제도는 무엇인가요?,marker_no_source,,False,True,grounded,True,False,개인회생제도입니다. 이는 지급불능 상태에 있는 사람이 일정한 소득을 얻을 경우 3~5년간 일정한 금액을 갚으면 채무를 면제받을 수 있는 제도입니다.
dr_psn_br_rev1_1,파산선고를 받은 채무자가 법원 재판을 통해 남은 채무의 변제 책임을 면제받아 경제적으로 다시 시작할 수 있게 하는 절차는 무엇인가요?,marker_no_source,,False,True,grounded,True,False,"면책결정입니다. 면책결정은 파산 절차 중에 이루어지며, 채무자의 경제적 재출발을 도모하는 과정입니다. 면책불허가 사유가 없는 경우 면책 결정을 받을 수 있으며, 이를 통해 채무자는 남은 채무에 대한 변제 책임을 면제받게 됩니다."
dr_kruc_rev1_1,파산재단이나 부실금융회사에서 넘어간 대출채권의 채무자는 채무조정을 어디에 신청해야 하나요?,marker_no_source,,False,True,grounded,True,False,"[채무조정 안내] 케이알앤씨는 파산재단 및 부실금융회사로부터 인수한 대출채권 채무자의 연체대출금에 대한 채무조정을 지원하고 있습니다. 신청 자격 및 구비서류, 채무조정 절차 등은 위의 표를 참고해주시기 바랍니다. 또한, 채무 상담은 케이알앤씨 채무자의 경우 1899-0057(고객상담센터)에 전화문의를 통하여 전문상담직원으로부터 채무조정제도에 대하여 자세한 안내를 받으실 수 있습니다."
dr_credit_sprt_rev1_1,파산한 금융회사의 채무자가 신용회복지원을 받으려면 어느 기관에 신청해야 하나요?,marker_no_source,,False,True,grounded,True,False,"신용회복위원회에 신청해야 합니다. 신용회복위원회는 파산재단 채무자의 신용 회복을 지원하며, 신청 자격, 절차, 필요 서류 등을 자세히 안내하고 있습니다. 자세한 정보는 신용회복위원회 홈페이지(https://www.ccrs.or.kr)를 참조하시기 바랍니다."
kmrs_itrd_rev1_1,착오송금반환지원 제도는 한마디로 어떤 서비스인가요?,no_numbers,,True,True,grounded,True,False,착오송금반환지원 제도는 착오송금인이 실수로 잘못 보낸 돈을 최소한의 비용으로 빠르게 되찾을 수 있도록 도와드리는 서비스입니다.
dp_gudn_rev1_1,표시·설명·확인 제도는 어떤 문제를 예방하려고 만들어진 제도인가요?,marker_no_source,,False,True,grounded,True,False,"표시·설명·확인 제도는 금융상품 불완전판매를 방지하고 금융소비자와 부보금융회사의 피해를 예방하기 위해 만들어진 제도입니다. 이를 통해 예금보험 여부 및 보호한도 등을 홍보물 등에 표시하고, 금융거래 계약을 체결하는 경우 직접 설명 후 서명 등의 방법으로 확인을 받아 고객의 권익을 보호합니다."
ms_poss_dcmnt_rev1_1,예금보험금 신청서 양식을 hwp나 pdf 파일로 미리 받아볼 수 있나요?,marker_no_source,,False,False,ungrounded_claims,True,True,"네, 예금보험금 신청서 양식은 예금보험공사 홈페이지에서 다운로드 받을 수 있습니다. HWP와 PDF 파일 모두 제공되며, 홈페이지 내 '신청서 다운로드' 섹션에서 쉽게 찾을 수 있습니다."
receiver_docs_rev1_1,착오송금 반환요구에 이의를 제기할 때 쓰는 이의제기서 양식을 다운로드할 수 있나요?,marker_no_source,,False,False,refusal,True,False,문의하신 내용에 대해 정확한 정보를 제공하기 어렵습니다. 착오송금 반환과 관련한 이의제기서 양식은 해당 서비스 제공기관의 홈페이지나 고객센터를 통해 확인하실 수 있습니다.
sender_docs_rev1_1,착오송금 반환지원을 신청할 때 신청서 말고 금융거래정보 제공 관련 동의서도 따로 받아야 하나요?,marker_no_source,,False,False,refusal,False,True,문의하신 내용에 대한 정보는 제공된 자료에서 찾을 수 없습니다. 추가적인 정보를 제공해 드릴 수 없으니 양해 부탁드립니다.
mtrs_vst_rcpt_rev1_2,방문접수하기 전에 미리 신청서를 인쇄해서 작성해 가고 싶은데 파일을 받을 수 있나요?,marker_no_source,,False,True,grounded,True,False,문의하신 내용은 예금보험공사가 제공하는 정보의 범위를 벗어난 질문이라 정확한 안내가 어렵습니다. 홈페이지에서 신청서를 다운로드 받을 수 있으니 해당 경로를 통해 확인하시길 권해드립니다.
dr_debt_cert_rev1_1,부채증명원을 발급받으려면 신청서를 어디서 다운로드하나요?,no_numbers,,True,True,grounded,True,False,"부채증명원 발급신청서는 예금보험공사 홈페이지에서 다운로드 받으실 수 있으며, 직접 내방하여 신청하실 때도 고객도우미실에서 제공해 드립니다."
